x-axis,1,2
second,Volt,Volt
+245.000E-03,+2.201005E+00,+2.982475E+00
+250.000E-03,+2.231156E+00,+3.022676E+00
+255.000E-03,+2.180904E+00,+2.952324E+00
+260.000E-03,+2.170854E+00,+2.942274E+00
+265.000E-03,+2.211055E+00,+3.022676E+00
+270.000E-03,+2.251256E+00,+3.022676E+00
+275.000E-03,+2.201005E+00,+3.062877E+00
+280.000E-03,+2.170854E+00,+3.062877E+00
+285.000E-03,+2.261307E+00,+3.012626E+00
+290.000E-03,+2.311558E+00,+3.002575E+00
+295.000E-03,+2.261307E+00,+3.022676E+00
+300.000E-03,+2.251256E+00,+3.062877E+00
+305.000E-03,+2.281407E+00,+2.982475E+00
+310.000E-03,+2.311558E+00,+3.002575E+00
+315.000E-03,+2.261307E+00,+3.022676E+00
+320.000E-03,+2.211055E+00,+2.982475E+00
+325.000E-03,+2.291457E+00,+2.982475E+00
+330.000E-03,+2.331658E+00,+3.022676E+00
+335.000E-03,+2.301508E+00,+3.032726E+00
+340.000E-03,+2.211055E+00,+3.022676E+00
+345.000E-03,+2.261307E+00,+3.002575E+00
+350.000E-03,+2.351759E+00,+3.022676E+00
+355.000E-03,+2.261307E+00,+2.982475E+00
+360.000E-03,+2.331658E+00,+2.982475E+00
+365.000E-03,+2.331658E+00,+2.972425E+00
+370.000E-03,+2.371859E+00,+2.982475E+00
+375.000E-03,+2.331658E+00,+3.022676E+00
+380.000E-03,+2.331658E+00,+2.982475E+00
+385.000E-03,+2.402010E+00,+2.982475E+00
+390.000E-03,+2.432161E+00,+3.042776E+00
+395.000E-03,+2.341709E+00,+3.022676E+00
+400.000E-03,+2.371859E+00,+2.982475E+00
+405.000E-03,+2.341709E+00,+2.982475E+00
+410.000E-03,+2.391960E+00,+3.022676E+00
+415.000E-03,+2.351759E+00,+3.052827E+00
+420.000E-03,+2.331658E+00,+3.022676E+00
+425.000E-03,+2.381910E+00,+2.972425E+00
+430.000E-03,+2.432161E+00,+3.002575E+00
+435.000E-03,+2.341709E+00,+2.982475E+00
+440.000E-03,+2.371859E+00,+2.982475E+00
+445.000E-03,+2.371859E+00,+3.012626E+00
+450.000E-03,+2.371859E+00,+3.022676E+00
+455.000E-03,+2.371859E+00,+3.052827E+00
+460.000E-03,+2.331658E+00,+2.982475E+00
+465.000E-03,+2.331658E+00,+2.982475E+00
+470.000E-03,+2.351759E+00,+3.022676E+00
+475.000E-03,+2.331658E+00,+3.002575E+00
+480.000E-03,+2.291457E+00,+2.942274E+00
+485.000E-03,+2.321608E+00,+3.012626E+00
+490.000E-03,+2.311558E+00,+3.002575E+00
+495.000E-03,+2.261307E+00,+3.022676E+00
+500.000E-03,+2.211055E+00,+2.942274E+00
+505.000E-03,+2.291457E+00,+2.972425E+00
+510.000E-03,+2.291457E+00,+3.002575E+00
+515.000E-03,+2.221106E+00,+2.972425E+00
+520.000E-03,+2.170854E+00,+2.942274E+00
+525.000E-03,+2.211055E+00,+3.022676E+00
+530.000E-03,+2.251256E+00,+3.022676E+00
+535.000E-03,+2.211055E+00,+3.052827E+00
+540.000E-03,+2.170854E+00,+3.062877E+00
+545.000E-03,+2.241206E+00,+3.022676E+00
+550.000E-03,+2.291457E+00,+3.082977E+00
+555.000E-03,+2.211055E+00,+3.062877E+00
+560.000E-03,+2.170854E+00,+3.022676E+00
+565.000E-03,+2.221106E+00,+3.052827E+00
+570.000E-03,+2.311558E+00,+3.103078E+00
+575.000E-03,+2.291457E+00,+3.133229E+00
+580.000E-03,+2.251256E+00,+3.062877E+00
+585.000E-03,+2.301508E+00,+3.062877E+00
+590.000E-03,+2.331658E+00,+3.082977E+00
+595.000E-03,+2.291457E+00,+3.123178E+00
+600.000E-03,+2.251256E+00,+3.062877E+00
+605.000E-03,+2.291457E+00,+3.052827E+00
+610.000E-03,+2.331658E+00,+3.082977E+00
+615.000E-03,+2.261307E+00,+3.062877E+00
+620.000E-03,+2.211055E+00,+3.062877E+00
+625.000E-03,+2.281407E+00,+3.042776E+00
+630.000E-03,+2.371859E+00,+3.103078E+00
+635.000E-03,+2.321608E+00,+3.032726E+00
+640.000E-03,+2.291457E+00,+3.062877E+00
+645.000E-03,+2.311558E+00,+3.032726E+00
+650.000E-03,+2.311558E+00,+3.062877E+00
+655.000E-03,+2.231156E+00,+3.052827E+00
+660.000E-03,+2.211055E+00,+3.022676E+00
+665.000E-03,+2.261307E+00,+3.002575E+00
+670.000E-03,+2.291457E+00,+3.002575E+00
+675.000E-03,+2.261307E+00,+3.032726E+00
+680.000E-03,+2.170854E+00,+2.982475E+00
+685.000E-03,+2.221106E+00,+3.002575E+00
+690.000E-03,+2.291457E+00,+3.042776E+00
+695.000E-03,+2.281407E+00,+3.022676E+00
+700.000E-03,+2.251256E+00,+2.982475E+00
+705.000E-03,+2.321608E+00,+3.032726E+00
+710.000E-03,+2.351759E+00,+3.022676E+00
+715.000E-03,+2.331658E+00,+3.052827E+00
+720.000E-03,+2.251256E+00,+2.982475E+00
+725.000E-03,+2.361809E+00,+2.992525E+00
+730.000E-03,+2.371859E+00,+3.022676E+00
+735.000E-03,+2.301508E+00,+3.022676E+00
+740.000E-03,+2.251256E+00,+2.982475E+00
+745.000E-03,+2.291457E+00,+2.922173E+00
+750.000E-03,+2.331658E+00,+2.982475E+00
+755.000E-03,+2.281407E+00,+3.022676E+00
+760.000E-03,+2.251256E+00,+2.982475E+00
+765.000E-03,+2.231156E+00,+2.982475E+00
+770.000E-03,+2.331658E+00,+2.982475E+00
+775.000E-03,+2.281407E+00,+2.982475E+00
+780.000E-03,+2.211055E+00,+2.982475E+00
+785.000E-03,+2.211055E+00,+2.982475E+00
+790.000E-03,+2.251256E+00,+2.962374E+00
+795.000E-03,+2.241206E+00,+3.022676E+00
+800.000E-03,+2.170854E+00,+2.902073E+00
+805.000E-03,+2.211055E+00,+2.992525E+00
+810.000E-03,+2.251256E+00,+3.002575E+00
+815.000E-03,+2.211055E+00,+3.042776E+00
+820.000E-03,+2.090452E+00,+2.982475E+00
+825.000E-03,+2.211055E+00,+2.962374E+00
+830.000E-03,+2.271357E+00,+3.022676E+00
+835.000E-03,+2.211055E+00,+3.012626E+00
+840.000E-03,+2.090452E+00,+3.022676E+00
+845.000E-03,+2.241206E+00,+2.992525E+00
+850.000E-03,+2.291457E+00,+3.002575E+00
+855.000E-03,+2.241206E+00,+3.012626E+00
+860.000E-03,+2.170854E+00,+2.982475E+00
+865.000E-03,+2.211055E+00,+3.012626E+00
+870.000E-03,+2.291457E+00,+3.042776E+00
+875.000E-03,+2.241206E+00,+3.062877E+00
+880.000E-03,+2.170854E+00,+3.103078E+00
+885.000E-03,+2.211055E+00,+3.072927E+00
+890.000E-03,+2.231156E+00,+3.082977E+00
+895.000E-03,+2.170854E+00,+3.062877E+00
+900.000E-03,+2.130653E+00,+3.062877E+00
+905.000E-03,+2.211055E+00,+3.072927E+00
+910.000E-03,+2.231156E+00,+3.082977E+00
+915.000E-03,+2.211055E+00,+3.062877E+00
+920.000E-03,+2.130653E+00,+2.982475E+00
+925.000E-03,+2.251256E+00,+2.992525E+00
+930.000E-03,+2.291457E+00,+3.062877E+00
+935.000E-03,+2.251256E+00,+3.032726E+00
+940.000E-03,+2.170854E+00,+3.062877E+00
+945.000E-03,+2.251256E+00,+3.052827E+00
+950.000E-03,+2.251256E+00,+3.082977E+00
+955.000E-03,+2.211055E+00,+3.093028E+00
+960.000E-03,+2.170854E+00,+3.062877E+00
+965.000E-03,+2.251256E+00,+3.012626E+00
+970.000E-03,+2.251256E+00,+3.022676E+00
+975.000E-03,+2.201005E+00,+3.022676E+00
+980.000E-03,+2.130653E+00,+2.982475E+00
+985.000E-03,+2.211055E+00,+2.992525E+00
+990.000E-03,+2.271357E+00,+3.002575E+00
+995.000E-03,+2.221106E+00,+3.042776E+00
+1.000000E+00,+2.170854E+00,+2.982475E+00
+1.005000E+00,+2.231156E+00,+2.962374E+00
+1.010000E+00,+2.291457E+00,+3.002575E+00
+1.015000E+00,+2.231156E+00,+3.032726E+00
+1.020000E+00,+2.211055E+00,+2.982475E+00
+1.025000E+00,+2.251256E+00,+3.062877E+00
+1.030000E+00,+2.291457E+00,+3.042776E+00
+1.035000E+00,+2.281407E+00,+3.052827E+00
+1.040000E+00,+2.211055E+00,+2.982475E+00
+1.045000E+00,+2.261307E+00,+3.032726E+00
+1.050000E+00,+2.351759E+00,+3.002575E+00
+1.055000E+00,+2.251256E+00,+3.022676E+00
+1.060000E+00,+2.211055E+00,+3.022676E+00
+1.065000E+00,+2.291457E+00,+3.052827E+00
+1.070000E+00,+2.311558E+00,+3.042776E+00
+1.075000E+00,+2.251256E+00,+3.052827E+00
+1.080000E+00,+2.211055E+00,+2.982475E+00
+1.085000E+00,+2.221106E+00,+2.982475E+00
+1.090000E+00,+2.251256E+00,+3.062877E+00
+1.095000E+00,+2.211055E+00,+3.022676E+00
+1.100000E+00,+2.170854E+00,+3.022676E+00
+1.105000E+00,+2.281407E+00,+3.022676E+00
+1.110000E+00,+2.311558E+00,+3.022676E+00
+1.115000E+00,+2.261307E+00,+3.062877E+00
+1.120000E+00,+2.211055E+00,+3.022676E+00
+1.125000E+00,+2.281407E+00,+3.022676E+00
+1.130000E+00,+2.271357E+00,+3.042776E+00
+1.135000E+00,+2.190955E+00,+3.062877E+00
+1.140000E+00,+2.211055E+00,+3.062877E+00
+1.145000E+00,+2.221106E+00,+3.022676E+00
+1.150000E+00,+2.231156E+00,+3.062877E+00
+1.155000E+00,+2.201005E+00,+3.062877E+00
+1.160000E+00,+2.170854E+00,+2.982475E+00
+1.165000E+00,+2.251256E+00,+3.052827E+00
+1.170000E+00,+2.251256E+00,+3.062877E+00
+1.175000E+00,+2.211055E+00,+3.062877E+00
+1.180000E+00,+2.170854E+00,+3.022676E+00
+1.185000E+00,+2.180904E+00,+3.022676E+00
+1.190000E+00,+2.211055E+00,+3.062877E+00
+1.195000E+00,+2.110553E+00,+3.032726E+00
+1.200000E+00,+2.130653E+00,+2.982475E+00
+1.205000E+00,+2.090452E+00,+2.982475E+00
+1.210000E+00,+2.110553E+00,+2.982475E+00
+1.215000E+00,+2.090452E+00,+3.022676E+00
+1.220000E+00,+2.090452E+00,+2.982475E+00
+1.225000E+00,+2.090452E+00,+3.062877E+00
+1.230000E+00,+2.030151E+00,+3.082977E+00
+1.235000E+00,+2.000000E+00,+3.062877E+00
+1.240000E+00,+1.969849E+00,+2.982475E+00
+1.245000E+00,+1.939698E+00,+3.002575E+00
+1.250000E+00,+1.929648E+00,+3.062877E+00
+1.255000E+00,+1.809045E+00,+2.982475E+00
+1.260000E+00,+1.608040E+00,+2.861872E+00
+1.265000E+00,+1.487437E+00,+2.771420E+00
+1.270000E+00,+1.246231E+00,+2.660867E+00
+1.275000E+00,+974.874E-03,+2.469912E+00
+1.280000E+00,+723.618E-03,+2.218656E+00
+1.285000E+00,+482.412E-03,+2.088002E+00
+1.290000E+00,+381.910E-03,+1.856847E+00
+1.295000E+00,+120.603E-03,+1.655842E+00
+1.300000E+00,-80.402E-03,+1.414636E+00
+1.305000E+00,-170.854E-03,+1.294033E+00
+1.310000E+00,-221.106E-03,+1.173430E+00
+1.315000E+00,-291.457E-03,+1.012626E+00
+1.320000E+00,-402.010E-03,+932.224E-03
+1.325000E+00,-361.809E-03,+892.023E-03
+1.330000E+00,-301.508E-03,+932.224E-03
+1.335000E+00,-321.608E-03,+932.224E-03
+1.340000E+00,-241.206E-03,+932.224E-03
+1.345000E+00,-160.804E-03,+1.042776E+00
+1.350000E+00,-20.101E-03,+1.113128E+00
+1.355000E+00,+10.050E-03,+1.133229E+00
+1.360000E+00,+40.201E-03,+1.133229E+00
+1.365000E+00,+170.854E-03,+1.183480E+00
+1.370000E+00,+301.508E-03,+1.273932E+00
+1.375000E+00,+321.608E-03,+1.304083E+00
+1.380000E+00,+321.608E-03,+1.414636E+00
+1.385000E+00,+472.362E-03,+1.414636E+00
+1.390000E+00,+582.915E-03,+1.495038E+00
+1.395000E+00,+663.317E-03,+1.525188E+00
+1.400000E+00,+683.417E-03,+1.575440E+00
+1.405000E+00,+753.769E-03,+1.615641E+00
+1.410000E+00,+844.221E-03,+1.675942E+00
+1.415000E+00,+844.221E-03,+1.706093E+00
+1.420000E+00,+844.221E-03,+1.696043E+00
+1.425000E+00,+994.975E-03,+1.776445E+00
+1.430000E+00,+1.045226E+00,+1.856847E+00
+1.435000E+00,+1.115578E+00,+1.886997E+00
+1.440000E+00,+1.206030E+00,+1.897048E+00
+1.445000E+00,+1.246231E+00,+1.907098E+00
+1.450000E+00,+1.326633E+00,+1.997550E+00
+1.455000E+00,+1.276382E+00,+1.977450E+00
+1.460000E+00,+1.246231E+00,+1.897048E+00
+1.465000E+00,+1.256281E+00,+1.977450E+00
+1.470000E+00,+1.266332E+00,+1.937249E+00
+1.475000E+00,+1.195980E+00,+1.907098E+00
+1.480000E+00,+1.085427E+00,+1.856847E+00
+1.485000E+00,+1.095477E+00,+1.886997E+00
+1.490000E+00,+1.105528E+00,+1.876947E+00
+1.495000E+00,+1.085427E+00,+1.927198E+00
+1.500000E+00,+1.085427E+00,+1.897048E+00
+1.505000E+00,+1.115578E+00,+1.897048E+00
+1.510000E+00,+1.226131E+00,+1.977450E+00
+1.515000E+00,+1.206030E+00,+1.977450E+00
+1.520000E+00,+1.206030E+00,+2.017651E+00
+1.525000E+00,+1.296482E+00,+2.047801E+00
+1.530000E+00,+1.386935E+00,+2.098053E+00
+1.535000E+00,+1.386935E+00,+2.098053E+00
+1.540000E+00,+1.366834E+00,+2.178455E+00
+1.545000E+00,+1.487437E+00,+2.148304E+00
+1.550000E+00,+1.527638E+00,+2.218656E+00
+1.555000E+00,+1.487437E+00,+2.258857E+00
+1.560000E+00,+1.487437E+00,+2.258857E+00
+1.565000E+00,+1.587940E+00,+2.258857E+00
+1.570000E+00,+1.648241E+00,+2.339259E+00
+1.575000E+00,+1.618090E+00,+2.339259E+00
+1.580000E+00,+1.648241E+00,+2.379460E+00
+1.585000E+00,+1.688442E+00,+2.339259E+00
+1.590000E+00,+1.768844E+00,+2.419661E+00
+1.595000E+00,+1.698492E+00,+2.439761E+00
+1.600000E+00,+1.688442E+00,+2.459862E+00
+1.605000E+00,+1.768844E+00,+2.429711E+00
+1.610000E+00,+1.829146E+00,+2.479962E+00
+1.615000E+00,+1.738693E+00,+2.500063E+00
+1.620000E+00,+1.728643E+00,+2.459862E+00
+1.625000E+00,+1.738693E+00,+2.429711E+00
+1.630000E+00,+1.788945E+00,+2.439761E+00
+1.635000E+00,+1.738693E+00,+2.459862E+00
+1.640000E+00,+1.688442E+00,+2.419661E+00
+1.645000E+00,+1.839196E+00,+2.389510E+00
+1.650000E+00,+1.889447E+00,+2.500063E+00
+1.655000E+00,+1.849246E+00,+2.500063E+00
+1.660000E+00,+1.809045E+00,+2.540264E+00
+1.665000E+00,+1.859296E+00,+2.490013E+00
+1.670000E+00,+1.909548E+00,+2.560364E+00
+1.675000E+00,+1.919598E+00,+2.550314E+00
+1.680000E+00,+1.889447E+00,+2.500063E+00
+1.685000E+00,+1.929648E+00,+2.530214E+00
+1.690000E+00,+1.969849E+00,+2.540264E+00
+1.695000E+00,+1.959799E+00,+2.530214E+00
+1.700000E+00,+1.849246E+00,+2.500063E+00
+1.705000E+00,+1.939698E+00,+2.540264E+00
+1.710000E+00,+2.010050E+00,+2.600565E+00
+1.715000E+00,+1.969849E+00,+2.580465E+00
+1.720000E+00,+1.929648E+00,+2.540264E+00
+1.725000E+00,+1.969849E+00,+2.580465E+00
+1.730000E+00,+2.050251E+00,+2.600565E+00
+1.735000E+00,+2.050251E+00,+2.610616E+00
+1.740000E+00,+2.010050E+00,+2.580465E+00
+1.745000E+00,+2.070352E+00,+2.580465E+00
+1.750000E+00,+2.150754E+00,+2.640766E+00
+1.755000E+00,+2.100502E+00,+2.620666E+00
+1.760000E+00,+2.050251E+00,+2.660867E+00
+1.765000E+00,+2.120603E+00,+2.630716E+00
+1.770000E+00,+2.130653E+00,+2.680967E+00
+1.775000E+00,+2.070352E+00,+2.701068E+00
+1.780000E+00,+2.050251E+00,+2.701068E+00
+1.785000E+00,+2.130653E+00,+2.630716E+00
+1.790000E+00,+2.090452E+00,+2.701068E+00
+1.795000E+00,+2.050251E+00,+2.731219E+00
+1.800000E+00,+2.050251E+00,+2.701068E+00
+1.805000E+00,+2.050251E+00,+2.731219E+00
+1.810000E+00,+2.110553E+00,+2.781470E+00
+1.815000E+00,+2.100502E+00,+2.771420E+00
+1.820000E+00,+2.050251E+00,+2.821671E+00
+1.825000E+00,+2.090452E+00,+2.781470E+00
+1.830000E+00,+2.190955E+00,+2.781470E+00
+1.835000E+00,+2.130653E+00,+2.781470E+00
+1.840000E+00,+2.130653E+00,+2.821671E+00
+1.845000E+00,+2.211055E+00,+2.741269E+00
+1.850000E+00,+2.251256E+00,+2.801570E+00
+1.855000E+00,+2.190955E+00,+2.811621E+00
+1.860000E+00,+2.211055E+00,+2.781470E+00
+1.865000E+00,+2.170854E+00,+2.771420E+00
+1.870000E+00,+2.211055E+00,+2.821671E+00
+1.875000E+00,+2.140703E+00,+2.811621E+00
+1.880000E+00,+2.130653E+00,+2.781470E+00
+1.885000E+00,+2.211055E+00,+2.801570E+00
+1.890000E+00,+2.231156E+00,+2.821671E+00
+1.895000E+00,+2.180904E+00,+2.821671E+00
+1.900000E+00,+2.211055E+00,+2.821671E+00
+1.905000E+00,+2.221106E+00,+2.811621E+00
+1.910000E+00,+2.231156E+00,+2.841771E+00
+1.915000E+00,+2.180904E+00,+2.861872E+00
+1.920000E+00,+2.170854E+00,+2.861872E+00
+1.925000E+00,+2.211055E+00,+2.821671E+00
+1.930000E+00,+2.231156E+00,+2.881972E+00
+1.935000E+00,+2.211055E+00,+2.871922E+00
+1.940000E+00,+2.170854E+00,+2.902073E+00
+1.945000E+00,+2.241206E+00,+2.902073E+00
+1.950000E+00,+2.271357E+00,+2.922173E+00
+1.955000E+00,+2.241206E+00,+2.902073E+00
+1.960000E+00,+2.130653E+00,+2.902073E+00
+1.965000E+00,+2.211055E+00,+2.892023E+00
+1.970000E+00,+2.291457E+00,+2.902073E+00
+1.975000E+00,+2.271357E+00,+2.902073E+00
+1.980000E+00,+2.170854E+00,+2.902073E+00
+1.985000E+00,+2.251256E+00,+2.881972E+00
+1.990000E+00,+2.251256E+00,+2.881972E+00
+1.995000E+00,+2.261307E+00,+2.902073E+00
+2.000000E+00,+2.211055E+00,+2.821671E+00
+2.005000E+00,+2.281407E+00,+2.861872E+00
+2.010000E+00,+2.271357E+00,+2.942274E+00
+2.015000E+00,+2.271357E+00,+2.932224E+00
+2.020000E+00,+2.251256E+00,+2.902073E+00
+2.025000E+00,+2.261307E+00,+2.861872E+00
+2.030000E+00,+2.291457E+00,+2.942274E+00
+2.035000E+00,+2.251256E+00,+2.982475E+00
+2.040000E+00,+2.170854E+00,+2.902073E+00
+2.045000E+00,+2.211055E+00,+2.942274E+00
+2.050000E+00,+2.231156E+00,+3.002575E+00
+2.055000E+00,+2.211055E+00,+2.982475E+00
+2.060000E+00,+2.170854E+00,+2.942274E+00
+2.065000E+00,+2.221106E+00,+2.952324E+00
+2.070000E+00,+2.331658E+00,+2.962374E+00
+2.075000E+00,+2.241206E+00,+2.982475E+00
+2.080000E+00,+2.170854E+00,+2.942274E+00
+2.085000E+00,+2.221106E+00,+2.922173E+00
+2.090000E+00,+2.291457E+00,+2.982475E+00
+2.095000E+00,+2.251256E+00,+3.012626E+00
+2.100000E+00,+2.211055E+00,+2.861872E+00
+2.105000E+00,+2.261307E+00,+2.902073E+00
+2.110000E+00,+2.271357E+00,+2.942274E+00
+2.115000E+00,+2.180904E+00,+2.942274E+00
+2.120000E+00,+2.170854E+00,+2.902073E+00
+2.125000E+00,+2.211055E+00,+2.892023E+00
+2.130000E+00,+2.271357E+00,+2.942274E+00
+2.135000E+00,+2.201005E+00,+2.932224E+00
+2.140000E+00,+2.211055E+00,+2.861872E+00
+2.145000E+00,+2.251256E+00,+2.861872E+00
+2.150000E+00,+2.211055E+00,+2.861872E+00
+2.155000E+00,+2.201005E+00,+2.912123E+00
+2.160000E+00,+2.130653E+00,+2.861872E+00
+2.165000E+00,+2.211055E+00,+2.831721E+00
+2.170000E+00,+2.190955E+00,+2.861872E+00
+2.175000E+00,+2.211055E+00,+2.932224E+00
+2.180000E+00,+2.130653E+00,+2.902073E+00
+2.185000E+00,+2.211055E+00,+2.912123E+00
+2.190000E+00,+2.211055E+00,+2.942274E+00
+2.195000E+00,+2.231156E+00,+2.972425E+00
+2.200000E+00,+2.170854E+00,+2.982475E+00
+2.205000E+00,+2.221106E+00,+2.942274E+00
+2.210000E+00,+2.271357E+00,+2.982475E+00
+2.215000E+00,+2.241206E+00,+2.942274E+00
+2.220000E+00,+2.170854E+00,+2.902073E+00
+2.225000E+00,+2.211055E+00,+2.892023E+00
+2.230000E+00,+2.251256E+00,+2.942274E+00
+2.235000E+00,+2.170854E+00,+2.982475E+00
+2.240000E+00,+2.130653E+00,+2.942274E+00
+2.245000E+00,+2.201005E+00,+2.912123E+00
+2.250000E+00,+2.231156E+00,+2.962374E+00
+2.255000E+00,+2.180904E+00,+2.972425E+00
+2.260000E+00,+2.170854E+00,+2.982475E+00
+2.265000E+00,+2.201005E+00,+2.922173E+00
+2.270000E+00,+2.251256E+00,+2.942274E+00
+2.275000E+00,+2.170854E+00,+2.972425E+00
+2.280000E+00,+2.130653E+00,+2.982475E+00
+2.285000E+00,+2.140703E+00,+2.982475E+00
+2.290000E+00,+2.211055E+00,+2.982475E+00
+2.295000E+00,+2.130653E+00,+2.992525E+00
+2.300000E+00,+2.090452E+00,+2.982475E+00
+2.305000E+00,+2.211055E+00,+2.982475E+00
+2.310000E+00,+2.211055E+00,+2.982475E+00
+2.315000E+00,+2.170854E+00,+3.052827E+00
+2.320000E+00,+2.130653E+00,+2.982475E+00
+2.325000E+00,+2.130653E+00,+3.022676E+00
+2.330000E+00,+2.150754E+00,+3.022676E+00
+2.335000E+00,+2.130653E+00,+2.982475E+00
+2.340000E+00,+2.050251E+00,+3.022676E+00
+2.345000E+00,+2.130653E+00,+2.942274E+00
+2.350000E+00,+2.170854E+00,+2.962374E+00
+2.355000E+00,+2.160804E+00,+2.982475E+00
+2.360000E+00,+2.050251E+00,+2.982475E+00
+2.365000E+00,+2.060301E+00,+2.942274E+00
+2.370000E+00,+2.090452E+00,+2.982475E+00
+2.375000E+00,+2.090452E+00,+2.992525E+00
+2.380000E+00,+2.010050E+00,+2.982475E+00
+2.385000E+00,+2.080402E+00,+2.992525E+00
+2.390000E+00,+2.130653E+00,+3.002575E+00
+2.395000E+00,+2.170854E+00,+3.052827E+00
+2.400000E+00,+2.170854E+00,+3.062877E+00
+2.405000E+00,+2.241206E+00,+3.163379E+00
+2.410000E+00,+2.371859E+00,+3.304083E+00
+2.415000E+00,+2.492462E+00,+3.495038E+00
+2.420000E+00,+2.653266E+00,+3.665892E+00
+2.425000E+00,+2.874372E+00,+3.897048E+00
+2.430000E+00,+3.195980E+00,+4.128203E+00
+2.435000E+00,+3.437186E+00,+4.359359E+00
+2.440000E+00,+3.577889E+00,+4.630716E+00
+2.445000E+00,+3.929648E+00,+4.801570E+00
+2.450000E+00,+4.100502E+00,+5.032726E+00
+2.455000E+00,+4.261306E+00,+5.233731E+00
+2.460000E+00,+4.301507E+00,+5.354334E+00
+2.465000E+00,+4.371859E+00,+5.404585E+00
+2.470000E+00,+4.402010E+00,+5.474937E+00
+2.475000E+00,+4.291457E+00,+5.464887E+00
+2.480000E+00,+4.180904E+00,+5.434736E+00
+2.485000E+00,+4.030151E+00,+5.394535E+00
+2.490000E+00,+3.919598E+00,+5.354334E+00
+2.495000E+00,+3.768844E+00,+5.273932E+00
+2.500000E+00,+3.577889E+00,+5.153329E+00
+2.505000E+00,+3.527638E+00,+5.072927E+00
+2.510000E+00,+3.497487E+00,+5.052827E+00
+2.515000E+00,+3.336683E+00,+4.982475E+00
+2.520000E+00,+3.256281E+00,+4.912123E+00
+2.525000E+00,+3.216080E+00,+4.861872E+00
+2.530000E+00,+3.216080E+00,+4.831721E+00
+2.535000E+00,+3.165829E+00,+4.791520E+00
+2.540000E+00,+3.055276E+00,+4.711118E+00
+2.545000E+00,+3.065327E+00,+4.701068E+00
+2.550000E+00,+3.075377E+00,+4.630716E+00
+2.555000E+00,+2.974874E+00,+4.590515E+00
+2.560000E+00,+2.934673E+00,+4.469912E+00
+2.565000E+00,+2.864322E+00,+4.409611E+00
+2.570000E+00,+2.894472E+00,+4.349309E+00
+2.575000E+00,+2.924623E+00,+4.319158E+00
+2.580000E+00,+2.814070E+00,+4.188505E+00
+2.585000E+00,+2.844221E+00,+4.218656E+00
+2.590000E+00,+2.894472E+00,+4.168404E+00
+2.595000E+00,+2.824121E+00,+4.138254E+00
+2.600000E+00,+2.733668E+00,+4.067902E+00
+2.605000E+00,+2.773869E+00,+4.027701E+00
+2.610000E+00,+2.793970E+00,+4.047801E+00
+2.615000E+00,+2.783920E+00,+3.997550E+00
+2.620000E+00,+2.733668E+00,+3.987500E+00
